#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
880,-358292.8148036702,52261.725956659364,-306031.08884701086,172.8795428690674
890,-349342.3540592993,43321.76208335235,-306020.5919759469,143.30652668194398
900,-350843.07028738037,44822.195355377655,-306020.87493200274,148.26989544608298
910,-362109.8407709348,56077.721413177365,-306032.11935775744,185.5026917995173
920,-367720.79937391705,61682.90686704222,-306037.8925068748,204.04440432856984
930,-359807.82137683226,53778.12695736809,-306029.69441946415,177.89573219328003
940,-349392.5861082747,43372.84157056708,-306019.74453770765,143.47549542987613
950,-350428.7089758451,44407.01793018158,-306021.6910456635,146.89650637093115
960,-360362.0285637431,54330.07085435617,-306031.95770938694,179.72153887788517
970,-364947.2766650526,58911.758033990285,-306035.5186310623,194.8775631133091
980,-358880.0601512087,52851.51349847969,-306028.54665272904,174.83053470397783
990,-351967.27405794157,45945.578365601024,-306021.69569234055,151.98599815259044
1000,-353563.83698032115,47539.28412352996,-306024.5528567912,157.25790829055722
1010,-359530.3386657705,53498.69720012138,-306031.6414656491,176.97139056826583
1020,-360177.88897555816,54146.385648765914,-306031.50332679227,179.11391611394146
1030,-355575.11272845353,49550.480927590055,-306024.6318008635,163.91086086227256
1040,-354663.65557938826,48641.34728706835,-306022.3082923199,160.90348586071548
1050,-360307.82689938607,54279.33762835971,-306028.48927102634,179.55371554717823
1060,-363880.16256699397,57846.27120093676,-306033.8913660572,191.35297847207352
1070,-358214.1201178041,52184.63722165247,-306029.4828961516,172.62453664750865
1080,-349560.52145372523,43539.423052199796,-306021.0984015254,144.02653981021288
1090,-349857.7908896819,43837.238536266595,-306020.5523534153,145.0117006291934
1100,-359594.52778870444,53564.84372243931,-306029.6840662651,177.19020042062672
1110,-366203.26523467794,60167.56127132334,-306035.7039633546,199.0317062386945
1120,-361130.96996324556,55100.35763332384,-306030.61232992174,182.26961443008665
1130,-351634.0577527762,45612.8303214285,-306021.2274313477,150.88528192644
1140,-350457.07068184664,44436.38539065801,-306020.68529118865,146.99365266775652
1150,-358110.7969640005,52081.60477420909,-306029.1921897914,172.28370974046268
1160,-363055.0650449852,57021.363618640375,-306033.7014263448,188.6242196504668
1170,-358919.3618533222,52890.8239527691,-306028.5379005531,174.9605719969131
1180,-353166.8157425162,47145.07159560459,-306021.7441469116,155.95387019435057
1190,-354890.3238458631,48866.07671904339,-306024.24712681974,161.64688116115562
1200,-360714.5332676938,54682.86867881583,-306031.664588878,180.88857891533758
1210,-360442.7492088375,54410.73700221523,-306032.0122066223,179.98837902737523
1220,-353810.23902275326,47786.156257662304,-306024.082765091,158.0745506978766
1230,-351839.6516303615,45819.3457470505,-306020.305883311,151.568426076837
1240,-359396.5273070937,53368.810882008205,-306027.7164250855,176.54173221142216
1250,-365879.44568070216,59843.51390371977,-306035.9317769824,197.95977147661475
1260,-360287.43262944743,54255.82141547933,-306031.6112139681,179.4759249258707
1270,-348951.9239821654,42932.07814250627,-306019.84583965916,142.01746895712344
1280,-347842.4143169507,41824.052529650835,-306018.36178729986,138.35216786093457
1290,-359214.591952115,53184.74480401653,-306029.84714809846,175.93284953794728
1300,-367500.01333498897,61462.4390207916,-306037.57431419735,203.31510617051163
1310,-361626.08399914816,55595.104353397626,-306030.97964575054,183.90621531221706
1320,-350972.22136156657,44952.68877940683,-306019.53258215974,148.70156208319887
1330,-350935.6722473178,44914.869942467914,-306020.8023048499,148.5764589963383
1340,-359869.51761942386,53837.497255201495,-306032.02036422235,178.0921265863384
1350,-362618.2213722604,56582.81380427264,-306035.4075679878,187.17351571665333
1360,-354851.5854562972,48825.90831915438,-306025.6771371428,161.51400582105774
1370,-349847.12614118436,43828.10071977527,-306019.0254214091,144.98147312505105
1380,-356879.98119661724,50853.36878902444,-306026.6124075928,168.22075790013977
1390,-365474.5947245145,59437.60849049937,-306036.98623401514,196.61705381849882
1400,-361325.7597273507,55292.40278542404,-306033.3569419267,182.90489153771293
1410,-349727.34000093874,43707.07032477071,-306020.26967616804,144.58110978115764
1420,-348833.010951192,42814.98388710787,-306018.02706408413,141.63012619384278
1430,-361442.2479585098,55411.07503973937,-306031.1729187704,183.29745425357672
1440,-369200.53977013926,63160.37758856611,-306040.16218157316,208.9318139627504
1450,-359893.4535367314,53862.73514944337,-306030.71838728804,178.1756124555791
1460,-346583.60743674845,40567.05651448813,-306016.5509222603,134.1940790777631
1470,-348490.39091188763,42471.540057934144,-306018.8508539535,140.49402877069232
1480,-362215.79280554305,56181.98310244281,-306033.80970310024,185.8475849856688
1490,-367339.739779554,61301.14781493609,-306038.59196461795,202.7815617950307
1500,-357665.82657115714,51639.50137409819,-306026.32519705896,170.82125069777018
1510,-349756.238237128,43738.950270802794,-306017.28796632524,144.68656727219584
1520,-355980.5556161942,49954.93775641518,-306025.61785977904,165.2487866654798
1530,-365020.0979587632,58982.46587292146,-306037.63208584173,195.11146160494746
1540,-360724.1713951471,54691.05927600636,-306033.11211914074,180.9156730587514
1550,-348963.7462241974,42944.66254572503,-306019.0836784724,142.05909762200037
1560,-349032.57312047726,43014.946536719544,-306017.6265837577,142.2915940428844
1570,-362590.4913574649,56557.98813234172,-306032.5032251232,187.09139346109686
1580,-369547.9759295098,63506.99807237062,-306040.9778571392,210.07841962286338
1590,-358710.25270178396,52680.55256619341,-306029.70013559057,174.26500328914028
1600,-345928.6856152772,39913.21435116837,-306015.47126410884,132.03119730847396
1610,-350529.214601554,44508.89210233333,-306020.32249922067,147.23350175310367
1620,-365624.8465100023,59588.00936380929,-306036.83714619296,197.11457344206596
1630,-368487.6284365044,62448.105748753245,-306039.52268775116,206.5756493353618
1640,-355240.1640651861,49215.43831266893,-306024.7257525172,162.80255429472336
1650,-346281.3571914686,40266.08636535399,-306015.2708261146,133.19848276235066
1660,-354556.9689218038,48531.41728358152,-306025.5516382223,160.53984213478574
1670,-366242.54753584694,60203.88665251779,-306038.66088332917,199.15186903815217
1680,-363282.62862542283,57248.31060460835,-306034.3180208145,189.37495052418868
1690,-351721.20707834716,45701.24960231486,-306019.9574760323,151.17776910669735
1700,-351297.4051714867,45278.25747083278,-306019.14770065394,149.77852931908532
1710,-363286.76035833044,57253.316476374624,-306033.4438819558,189.39150973280215
1720,-368055.7142398665,62015.705492388726,-306040.0087474777,205.14528787506947
1730,-356518.7973457726,50490.99965706209,-306027.7976887105,167.02205638891405
1740,-345530.79832585045,39515.686477625495,-306015.11184822494,130.71619219148266
1750,-352279.17527145054,46257.12174314195,-306022.0535283086,153.01657025305695
1760,-367374.49518543057,61336.328700968064,-306038.1664844625,202.89793865368978
1770,-368721.9724383205,62683.0526806006,-306038.9197577199,207.35284368615584
1780,-354972.12508803996,48948.72516795113,-306023.3999200888,161.92027867730076
1790,-347108.12046781636,41092.347258049165,-306015.7732097672,135.93171827658128
1800,-356144.98072412424,50118.202176987164,-306026.77854713704,165.78885835041945
1810,-367063.37507440115,61024.42395560878,-306038.95111879235,201.86617116401436
1820,-363029.06341069867,56995.65545779192,-306033.40795290674,188.53917815950706
1830,-351218.02528731106,45198.259588118664,-306019.7656991924,149.51389976196776
1840,-350465.350632295,44446.09919265451,-306019.25143964053,147.02578550718985
1850,-361413.17829289497,55380.87546932239,-306032.3028235726,183.19755537283828
1860,-366138.8543806969,60100.85098647722,-306038.0033942197,198.81103148412504
1870,-357017.329509792,50990.20181576832,-306027.12769402366,168.67339567051286
1880,-348917.21755064913,42900.265449956605,-306016.95210069255,141.912233937714
1890,-355534.3262367132,49510.26951629239,-306024.05672042083,163.77784324228378
1900,-367296.70294121315,61258.922229145,-306037.78071206814,202.6418813724018
1910,-365833.49451287824,59796.57848794472,-306036.9160249335,197.8045111388622
1920,-352544.8940086874,46522.42439582892,-306022.4696128585,153.89418002347503
1930,-346824.5500268315,40808.381584169234,-306016.1684426623,134.9923720343316
1940,-356802.38863976416,50775.541128116056,-306026.8475116481,167.96330734346338
1950,-367565.83956308116,61528.07434601205,-306037.7652170691,203.5322250048491
1960,-364127.81620890496,58095.31422622945,-306032.5019826755,192.17680209403034
1970,-353341.17213259893,47320.66821491614,-306020.5039176828,156.5347362625916
1980,-352015.2583537007,45995.28580932178,-306019.9725443789,152.15042823962509
1990,-361002.34277616924,54971.590645732584,-306030.75213043665,181.8436587704924
2000,-365230.9900519417,59195.42800735956,-306035.56204458216,195.8159311909809
2010,-358054.6643569756,52027.93152522458,-306026.732831751,172.10616094009518
2020,-351209.4443024176,45190.88093063011,-306018.56337178755,149.4894914801849
2030,-355767.8405178601,49744.36530103401,-306023.4752168261,164.55222203504064
2040,-364738.9652387945,58705.05998091301,-306033.9052578815,194.1938148391407
2050,-364161.55251283897,58128.24115918115,-306033.3113536578,192.28572297279143
2060,-354881.3286991286,48858.42696107765,-306022.9017380509,161.62157609064812
2070,-351237.17760151776,45218.541326861625,-306018.63627465616,149.58099088187032
2080,-359007.9334232425,52981.09123493126,-306026.8421883112,175.25917228595
2090,-366671.84192593576,60636.895467271046,-306034.9464586647,200.58424358343413
2100,-362949.5696444679,56918.75858176682,-306030.8110627011,188.28480659921257
2110,-353455.2921569806,47434.46124349928,-306020.8309134813,156.91115870947849
2120,-351740.50812271883,45720.823879294025,-306019.6842434248,151.24251997349722
2130,-359295.14354785794,53266.86470790745,-306028.2788399505,176.20449864989752
2140,-364464.72857132833,58431.44783252724,-306033.2807388011,193.28871761415468
2150,-360493.23477481504,54465.527775821,-306027.70699899405,180.16962455115038
2160,-354794.282190128,48773.000107175394,-306021.2820829526,161.33898773021755
2170,-356445.84090100817,50422.10875421186,-306023.7321467963,166.7941682437261
2180,-362189.08550751995,56158.05176805717,-306031.0337394628,185.76842116026685
2190,-362194.1935070047,56162.8686324241,-306031.3248745806,185.7843551405282
2200,-355786.3506745512,49762.3117308008,-306024.03894375043,164.61158805323885
2210,-352624.9509273905,46604.42259122695,-306020.52833616355,154.1654265289627
2220,-357893.9994459872,51868.36646399679,-306025.63298199046,171.57832657684028
2230,-364290.6641677364,58258.46427053784,-306032.1998971986,192.71649542720678
2240,-362742.9403793494,56712.29040138277,-306030.6499779666,187.60181873403175
2250,-355700.9836785577,49677.7346591273,-306023.24901943037,164.33181073589108
2260,-353444.84780286247,47423.82110844925,-306021.0266944132,156.8759616001247
2270,-359112.5802643496,53085.52594087136,-306027.05432347825,175.60463780382372
2280,-364400.7324190036,58368.32501291724,-306032.4074060864,193.07991004037046
2290,-361812.19836974394,55782.911542880785,-306029.2868268632,184.52747342168513
2300,-355285.673090538,49263.12627023689,-306022.5468203011,162.96030400837702
2310,-354065.29694277147,48043.499186565845,-306021.7977562056,158.92583004418685
2320,-359323.0087388347,53295.64373585282,-306027.36500298185,176.2996984372053
2330,-363045.31431076955,57014.29714730696,-306031.0171634626,188.60084406706508
2340,-360215.5367506841,54188.03581393304,-306027.500936751,179.25169306988215
2350,-355967.10819604475,49944.80230277713,-306022.3058932676,165.2152590205419
2360,-357333.80167837965,51309.92351907971,-306023.87815929996,169.73102132106317
2370,-362296.83426701796,56267.20673823875,-306029.6275287792,186.12950110933946
2380,-362752.3029991575,56721.21960364384,-306031.0833955137,187.63135615126822
2390,-357047.6474079135,51022.07286247069,-306025.5745454428,168.77882372295096
2400,-353132.4765171126,47111.52457796966,-306020.9519391429,155.8428981021132
2410,-357066.70704301,51041.98263576874,-306024.7244072412,168.84468439715158
2420,-363672.56548830465,57640.970204285055,-306031.5952840196,190.67385160050512
2430,-363623.29983010225,57591.74106485466,-306031.5587652476,190.51100372350194
2440,-357077.379527314,51052.482500654616,-306024.89702665934,168.8794174988322
2450,-353645.816071919,47624.19579991314,-306021.62027200585,157.53879246590085
2460,-358269.92348826927,52243.23334302781,-306026.69014524145,172.81837009812352
2470,-363859.4013834126,57826.44189764472,-306032.9594857679,191.2873839891936
2480,-361925.46773177723,55894.08767764927,-306031.38005412795,184.89523929632665
2490,-355425.84327940067,49402.14918938634,-306023.6940900143,163.42018584869
2500,-354349.34200214676,48326.99345833496,-306022.3485438118,159.86361690851828
2510,-360466.82877705456,54437.55883295507,-306029.2699440995,180.07710449046192
2520,-364443.274694529,58409.58736398933,-306033.6873305397,193.21640412395587
2530,-360124.37965906225,54095.5362205156,-306028.84343854664,178.94570839117398
2540,-354312.46771172667,48290.56993483383,-306021.8977768928,159.743129458529
2550,-356476.6252604598,50452.687852816605,-306023.9374076432,166.89532258739473
2560,-363706.3501375036,57674.07702772608,-306032.2731097775,190.7833675492719
2570,-364549.3712412992,58515.40048984236,-306033.97075145686,193.56642939564685
2580,-356713.89147365117,50688.00960965537,-306025.8818639958,167.67375684314757
2590,-351415.0056125225,45394.89676829817,-306020.1088442243,150.164367101081
2600,-356804.6226919983,50779.22577304135,-306025.39691895695,167.97549599048295
2610,-365315.23052192025,59281.06219339003,-306034.1683285302,196.09920539717896
2620,-364644.7464151021,58611.63658096713,-306033.109834135,193.88477424814857
2630,-356223.35984744155,50199.683885875536,-306023.67596156604,166.05839634073564
2640,-352997.04045856383,46976.539850532,-306020.5006080318,155.39637442639145
2650,-359595.6788325385,53567.43068725231,-306028.24814528617,177.19875798902123
2660,-365292.0823535914,59256.99993137392,-306035.08242221747,196.01960846880365
2670,-360797.49402308516,54767.27602864598,-306030.2179944392,181.16779480012346
2680,-352919.2342170015,46897.97013699282,-306021.26408000867,155.13646919151134
2690,-354091.8860275244,48069.465397146705,-306022.4206303777,159.01172515256854
2700,-362842.3626214906,56809.906075703344,-306032.4565457873,187.92472718844047
2710,-365743.7595669256,59707.70532506636,-306036.05424185924,197.51052253648655
2720,-358269.0294924415,52241.67440543661,-306027.3550870049,172.81321319958653
2730,-352154.74428621307,46134.64864131068,-306020.0956449024,152.61143449699898
2740,-357287.5476637762,51261.938304678646,-306025.60935909755,169.5722882945839
2750,-366002.3558014814,59966.73673062692,-306035.6190708545,198.367387290995
2760,-364619.8516346647,58585.37292774799,-306034.4787069167,193.7978952123057
2770,-354755.0665463958,48731.59933722006,-306023.46720917575,161.20203576291664
2780,-351214.8643701366,45195.434924055626,-306019.42944608093,149.5045558946722
2790,-359352.1577590371,53323.859837310636,-306028.2979217265,176.393036087891
2800,-366789.44883100974,60753.06535125695,-306036.3834797528,200.96852856581856
2810,-362448.4813420054,56417.59459730273,-306030.8867447027,186.62697768234048
2820,-353546.23683235055,47525.619116579925,-306020.6177157706,157.2127050349896
2830,-354160.352680053,48139.025499264186,-306021.3271807888,159.24182698016543
2840,-363139.63041380036,57107.60332826943,-306032.0270855309,188.9094969026991
2850,-365932.3812640086,59896.79951433968,-306035.5817496689,198.1360379859357
2860,-357579.92928065255,51553.81876681575,-306026.1105138368,170.53781631615212
2870,-350822.312742177,44803.937953467044,-306018.3747887099,148.20950074540087
2880,-356421.6733499867,50397.556242924635,-306024.1171070621,166.71294959183646
2890,-366243.9750339737,60209.085445500605,-306034.8895884731,199.16906642185674
2900,-365538.2421122605,59504.3069016958,-306033.9352105647,196.83768929554552
2910,-355635.02416014456,49612.00746893179,-306023.0166912128,164.11438801616518
2920,-351918.6242883249,45899.608699381875,-306019.01558894303,151.83393247285377
2930,-360045.14631057583,54016.808947078476,-306028.33736349735,178.68528195492453
2940,-367234.1591145016,61197.59103613468,-306036.5680783669,202.439000422392
2950,-362166.6154148419,56135.749927977566,-306030.86548686435,185.69464763198155
2960,-352536.3845010708,46516.416948600636,-306019.96755247016,153.87430764628837
2970,-353066.1312893301,47045.36445894023,-306020.76683038985,155.62404327241512
2980,-362750.96419761167,56719.486845877815,-306031.47735173383,187.62562426306494
2990,-366603.3358600685,60567.778324137915,-306035.5575359306,200.3556070451158
3000,-358984.0779865507,52957.18318140629,-306026.8948051444,175.1800854726344
3010,-352207.07504445495,46187.951024169284,-306019.1240202857,152.78775648816455
3020,-357114.79188547685,51090.132140984766,-306024.6597444921,169.0039608905843
3030,-365998.7559628962,59964.00390036854,-306034.7520625277,198.35834720597757
3040,-364590.38617750414,58556.64691693671,-306033.7392605674,193.70287080339844
3050,-354442.22274415067,48419.52691819194,-306022.69582595874,160.16971361595262
3060,-350809.7703320568,44791.05034952139,-306018.7199825354,148.1668691055532
3070,-359248.90085638216,53220.98221416625,-306027.9186422159,176.0527213329706
3080,-367057.2604324125,61020.920846012516,-306036.33958639996,201.85458302805947
3090,-362686.5412526207,56655.17131253177,-306031.36994008895,187.4128712435136
3100,-353235.48482862744,47214.723909750544,-306020.7609188769,156.18427705537368
3110,-353236.1168780455,47215.08913207589,-306021.0277459696,156.18548519512598
3120,-362249.26269416773,56217.57302652033,-306031.6896676474,185.965314924599
3130,-365878.67242675746,59842.544731612004,-306036.12769514543,197.95656549694442
3140,-358299.69681239733,52272.130772810466,-306027.56603958685,172.91396155361926
3150,-351221.4984961903,45201.932766696606,-306019.5657294937,149.5260504788032
3160,-355653.732721218,49629.27747148209,-306024.4552497359,164.17151644220908
3170,-364913.94968793006,58879.52575308811,-306034.42393484194,194.77094011366654
3180,-364996.6931347411,58961.986776289734,-306034.7063584514,195.04371763363278
3190,-356129.5914643739,50105.103516167015,-306024.4879482069,165.74552854350375
3200,-352292.5729031185,46272.57974405047,-306019.99315906805,153.06770465556312
3210,-359524.4360958328,53496.09553778612,-306028.34055804665,176.96278438109948
3220,-366573.3963379664,60537.028453330844,-306036.3678846355,200.25388779434292
3230,-362292.6090224135,56261.16192816145,-306031.44709425204,186.1095051374544
3240,-352852.9374563482,46831.97137066489,-306020.9660856833,154.91814810961372
3250,-352333.93451275956,46313.77695983392,-306020.15755292564,153.20398327441373
3260,-361333.59137387184,55303.47556821235,-306030.1158056595,182.94151982718654
3270,-366304.04830203985,60268.93041439537,-306035.1178876445,199.3670310063812
3280,-360288.1957209586,54259.769307373725,-306028.42641358485,179.48898438254776
3290,-353178.7193479649,47158.09044583624,-306020.62890212866,155.99693599127036
3300,-356088.46372088493,50064.24534963952,-306024.2183712454,165.610371485017
3310,-364198.38939634396,58164.62940290492,-306033.7599934391,192.40609371879378
3320,-364468.7910470689,58434.1227958392,-306034.6682512297,193.2975662778009
3330,-356022.23038941406,49996.84421895418,-306025.3861704599,165.38741144210908
3340,-351636.3433552483,45615.99956923009,-306020.3437860182,150.89576566192994
3350,-358137.9017768439,52110.80404847169,-306027.0977283722,172.38029968452256
3360,-365879.88502447127,59844.422126801386,-306035.4628976699,197.96277583952659
3370,-363404.403763647,57371.87651578952,-306032.5272478575,189.7837012465991
3380,-354843.0707146368,48820.26894679342,-306022.8017678434,161.4953510197096
3390,-353467.9211883174,47446.93171589783,-306020.9894724196,156.95241049609976
3400,-361354.3458026891,55324.73435327479,-306029.6114494143,183.01184297431325
3410,-366330.7915003708,60295.280203147675,-306035.5112972231,199.454194974865
3420,-360710.41861610225,54681.19264076644,-306029.2259753358,180.88303465351873
3430,-352970.8028810487,46950.00523637431,-306020.79764467437,155.3085990634118
3440,-354698.16009326227,48675.051411679924,-306023.1086815823,161.014977656078
3450,-363011.276225808,56979.28785575306,-306031.988370055,188.48503483556308
3460,-365218.7487290602,59184.57223883016,-306034.17649023,195.78002077534686
3470,-358315.19784895895,52289.22269839621,-306025.97515056276,172.97050090871954
3480,-353378.7317093137,47358.45758585588,-306020.27412345784,156.65974187719357
3490,-358226.57073445723,52200.77029302396,-306025.80044143327,172.6779041540868
3500,-365207.0129629739,59172.75537912073,-306034.2575838532,195.7409311114041
3510,-363054.5977708385,57022.215839753844,-306032.3819310846,188.6270387612754
3520,-354497.2329863619,48474.01183079627,-306023.22115556564,160.34994736468315
3530,-352374.6449259149,46353.82206250324,-306020.8228634116,153.3364507526091
3540,-360118.08238235605,54088.87122524308,-306029.21115711296,178.92366087332329
3550,-366425.9251697581,60390.30120145172,-306035.62396830635,199.76852035254942
3560,-362286.3399607682,56255.28032554423,-306031.05963522394,186.09004904883142
3570,-354450.7559570938,48428.509518128565,-306022.2464389652,160.19942767040436
3580,-354919.08447494253,48896.1893699736,-306022.8951049689,161.7464925159683
3590,-362617.4203766721,56585.39463555458,-306032.02574111754,187.18205299559077
3600,-365312.60711104074,59277.273537067864,-306035.33357397286,196.08667268492968
3610,-358610.34479456296,52582.36367917283,-306027.98111539014,173.94019867176087
3620,-352699.36798667227,46677.91927379137,-306021.4487128809,154.40855039545474
3630,-356592.9172328184,50567.29439808469,-306025.6228347337,167.27443611250447
3640,-364261.0180031394,58226.87871754321,-306034.1392855962,192.61201177568125
3650,-363986.72102486534,57953.308525070664,-306033.4124997947,191.70705333905252
3660,-356474.086955302,50449.64564116862,-306024.44131413335,166.88525908203994
3670,-353719.2868972288,47698.37551481915,-306020.9113824096,157.78417577401706
3680,-360320.6540334414,54292.192988627416,-306028.461044814,179.59624052632532
3690,-366142.1731447814,60106.51114276234,-306035.66200201906,198.82975503780085
3700,-361840.336935833,55809.02534685438,-306031.3115889786,184.61385676266534
3710,-353418.08040482935,47395.85493947336,-306022.22546535596,156.7834507153453
3720,-353330.3285566075,47308.083595769,-306022.24496083846,156.49310688343286
3730,-361638.52795547293,55607.54378585595,-306030.984169617,183.94736442005038
3740,-365972.00896692596,59936.8752473062,-306035.1337196198,198.2686067878375
3750,-360308.3733047075,54280.19514751727,-306028.17815719027,179.5565521836889
3760,-353858.3141640291,47837.52759959664,-306020.78656443243,158.2444848886751
3770,-356612.02241537947,50587.66851508699,-306024.3539002925,167.34183281571782
